법정동코드	법정동명	폐지여부
4161032035	경기도 광주시 실촌면 신대리	폐지
4161032036	경기도 광주시 실촌면 삼리	폐지
4161033000	경기도 광주시 도척면	존재
4161033021	경기도 광주시 도척면 노곡리	존재
4161033022	경기도 광주시 도척면 유정리	존재
4161033023	경기도 광주시 도척면 방도리	존재
4161033024	경기도 광주시 도척면 추곡리	존재
4161033025	경기도 광주시 도척면 상림리	존재
4161033026	경기도 광주시 도척면 도웅리	존재
4161033027	경기도 광주시 도척면 궁평리	존재
4161033028	경기도 광주시 도척면 진우리	존재
4161034000	경기도 광주시 퇴촌면	존재
4161034021	경기도 광주시 퇴촌면 광동리	존재
4161034022	경기도 광주시 퇴촌면 관음리	존재
4161034023	경기도 광주시 퇴촌면 우산리	존재
4161034024	경기도 광주시 퇴촌면 영동리	존재
4161034025	경기도 광주시 퇴촌면 도수리	존재
4161034026	경기도 광주시 퇴촌면 오리	존재
4161034027	경기도 광주시 퇴촌면 도마리	존재
4161034028	경기도 광주시 퇴촌면 무수리	존재
4161034029	경기도 광주시 퇴촌면 원당리	존재
4161034030	경기도 광주시 퇴촌면 정지리	존재
4161035000	경기도 광주시 남종면	존재
4161035021	경기도 광주시 남종면 분원리	존재
4161035022	경기도 광주시 남종면 금사리	존재
4161035023	경기도 광주시 남종면 이석리	존재
4161035024	경기도 광주시 남종면 삼성리	존재
4161035025	경기도 광주시 남종면 귀여리	존재
4161035026	경기도 광주시 남종면 검천리	존재
4161035027	경기도 광주시 남종면 수청리	존재
4161035028	경기도 광주시 남종면 우천리	존재
4161036000	경기도 광주시 중부면	폐지
4161036021	경기도 광주시 중부면 산성리	폐지
4161036022	경기도 광주시 중부면 엄미리	폐지
4161036023	경기도 광주시 중부면 광지원리	폐지
4161036024	경기도 광주시 중부면 상번천리	폐지
4161036025	경기도 광주시 중부면 하번천리	폐지
4161036026	경기도 광주시 중부면 오전리	폐지
4161036027	경기도 광주시 중부면 불당리	폐지
4161036028	경기도 광주시 중부면 검복리	폐지
4161037000	경기도 광주시 남한산성면	존재
4161037021	경기도 광주시 남한산성면 산성리	존재
4161037022	경기도 광주시 남한산성면 엄미리	존재
4161037023	경기도 광주시 남한산성면 광지원리	존재
4161037024	경기도 광주시 남한산성면 상번천리	존재
4161037025	경기도 광주시 남한산성면 하번천리	존재
4161037026	경기도 광주시 남한산성면 오전리	존재
4161037027	경기도 광주시 남한산성면 불당리	존재
4161037028	경기도 광주시 남한산성면 검복리	존재
4163000000	경기도 양주시	존재
4163010100	경기도 양주시 유양동	존재
4163010200	경기도 양주시 어둔동	존재
4163010300	경기도 양주시 남방동	존재
4163010400	경기도 양주시 마전동	존재
4163010500	경기도 양주시 산북동	존재
4163010600	경기도 양주시 광사동	존재
4163010700	경기도 양주시 만송동	존재
4163010800	경기도 양주시 삼숭동	존재
4163010900	경기도 양주시 고읍동	존재
4163011000	경기도 양주시 덕정동	존재
4163011100	경기도 양주시 봉양동	존재
4163011200	경기도 양주시 회암동	존재
4163011300	경기도 양주시 율정동	존재
4163011400	경기도 양주시 옥정동	존재
4163011500	경기도 양주시 고암동	존재
4163011600	경기도 양주시 덕계동	존재
4163011700	경기도 양주시 회정동	존재
4163025000	경기도 양주시 백석읍	존재
4163025021	경기도 양주시 백석읍 방성리	존재
4163025022	경기도 양주시 백석읍 오산리	존재
4163025023	경기도 양주시 백석읍 복지리	존재
4163025024	경기도 양주시 백석읍 가업리	존재
4163025025	경기도 양주시 백석읍 홍죽리	존재
4163025026	경기도 양주시 백석읍 연곡리	존재
4163025027	경기도 양주시 백석읍 기산리	존재
4163031000	경기도 양주시 은현면	존재
4163031021	경기도 양주시 은현면 용암리	존재
4163031022	경기도 양주시 은현면 선암리	존재
4163031023	경기도 양주시 은현면 운암리	존재
4163031024	경기도 양주시 은현면 봉암리	존재
4163031025	경기도 양주시 은현면 하패리	존재
4163031026	경기도 양주시 은현면 도하리	존재
4163032000	경기도 양주시 남면	존재
4163032021	경기도 양주시 남면 신산리	존재
4163032022	경기도 양주시 남면 신암리	존재
4163032023	경기도 양주시 남면 매곡리	존재
4163032024	경기도 양주시 남면 구암리	존재
4163032025	경기도 양주시 남면 두곡리	존재
4163032026	경기도 양주시 남면 경신리	존재
4163032027	경기도 양주시 남면 상수리	존재
4163032028	경기도 양주시 남면 입암리	존재
4163032029	경기도 양주시 남면 한산리	존재
4163032030	경기도 양주시 남면 황방리	존재
4163033000	경기도 양주시 광적면	존재
4163033021	경기도 양주시 광적면 가납리	존재
4163033022	경기도 양주시 광적면 광석리	존재
4163033023	경기도 양주시 광적면 우고리	존재
4163033024	경기도 양주시 광적면 비암리	존재
4163033025	경기도 양주시 광적면 효촌리	존재
4163033026	경기도 양주시 광적면 덕도리	존재
4163033027	경기도 양주시 광적면 석우리	존재
4163034000	경기도 양주시 장흥면	존재
4163034021	경기도 양주시 장흥면 교현리	존재
4163034022	경기도 양주시 장흥면 울대리	존재
4163034023	경기도 양주시 장흥면 부곡리	존재
4163034024	경기도 양주시 장흥면 석현리	존재
4163034025	경기도 양주시 장흥면 일영리	존재
4163034026	경기도 양주시 장흥면 삼상리	존재
4163034027	경기도 양주시 장흥면 삼하리	존재
4165000000	경기도 포천시	존재
4165010100	경기도 포천시 신읍동	존재
4165010200	경기도 포천시 어룡동	존재
4165010300	경기도 포천시 자작동	존재
4165010400	경기도 포천시 선단동	존재
4165010500	경기도 포천시 설운동	존재
4165010600	경기도 포천시 동교동	존재
4165025000	경기도 포천시 소흘읍	존재
4165025021	경기도 포천시 소흘읍 송우리	존재
4165025022	경기도 포천시 소흘읍 이동교리	존재
4165025023	경기도 포천시 소흘읍 무림리	존재
4165025024	경기도 포천시 소흘읍 이곡리	존재
4165025025	경기도 포천시 소흘읍 직동리	존재
4165025026	경기도 포천시 소흘읍 고모리	존재
4165025027	경기도 포천시 소흘읍 이가팔리	존재
4165025028	경기도 포천시 소흘읍 초가팔리	존재
4165025029	경기도 포천시 소흘읍 무봉리	존재
4165031000	경기도 포천시 군내면	존재
4165031021	경기도 포천시 군내면 구읍리	존재
4165031022	경기도 포천시 군내면 용정리	존재
4165031023	경기도 포천시 군내면 유교리	존재
4165031024	경기도 포천시 군내면 좌의리	존재
4165031025	경기도 포천시 군내면 명산리	존재
4165031026	경기도 포천시 군내면 직두리	존재
4165031027	경기도 포천시 군내면 상성북리	존재
4165031028	경기도 포천시 군내면 하성북리	존재
4165032000	경기도 포천시 내촌면	존재
4165032021	경기도 포천시 내촌면 진목리	존재
4165032022	경기도 포천시 내촌면 마명리	존재
4165032023	경기도 포천시 내촌면 음현리	존재
4165032024	경기도 포천시 내촌면 내리	존재
4165032025	경기도 포천시 내촌면 소학리	존재
4165032026	경기도 포천시 내촌면 신팔리	존재
4165033000	경기도 포천시 가산면	존재
4165033021	경기도 포천시 가산면 마산리	존재
4165033022	경기도 포천시 가산면 감암리	존재
4165033023	경기도 포천시 가산면 방축리	존재
4165033024	경기도 포천시 가산면 가산리	존재
4165033025	경기도 포천시 가산면 정교리	존재
4165033026	경기도 포천시 가산면 금현리	존재
4165033027	경기도 포천시 가산면 우금리	존재
4165033028	경기도 포천시 가산면 마전리	존재
4165034000	경기도 포천시 신북면	존재
4165034021	경기도 포천시 신북면 가채리	존재
4165034022	경기도 포천시 신북면 기지리	존재
4165034023	경기도 포천시 신북면 신평리	존재
4165034024	경기도 포천시 신북면 만세교리	존재
4165034025	경기도 포천시 신북면 심곡리	존재
4165034026	경기도 포천시 신북면 계류리	존재
4165034027	경기도 포천시 신북면 고일리	존재
4165034028	경기도 포천시 신북면 삼성당리	존재
4165034029	경기도 포천시 신북면 삼정리	존재
4165034030	경기도 포천시 신북면 갈월리	존재
4165034031	경기도 포천시 신북면 금동리	존재
4165034032	경기도 포천시 신북면 덕둔리	존재
4165035000	경기도 포천시 창수면	존재
4165035021	경기도 포천시 창수면 추동리	존재
4165035022	경기도 포천시 창수면 주원리	존재
4165035023	경기도 포천시 창수면 가양리	존재
4165035024	경기도 포천시 창수면 오가리	존재
4165035025	경기도 포천시 창수면 고소성리	존재
4165035026	경기도 포천시 창수면 운산리	존재
4165035027	경기도 포천시 창수면 신흥리	존재
4165036000	경기도 포천시 영중면	존재
4165036021	경기도 포천시 영중면 양문리	존재
4165036022	경기도 포천시 영중면 금주리	존재
4165036023	경기도 포천시 영중면 거사리	존재
4165036024	경기도 포천시 영중면 성동리	존재
4165036025	경기도 포천시 영중면 영평리	존재
4165036026	경기도 포천시 영중면 영송리	존재
4165037000	경기도 포천시 일동면	존재
4165037021	경기도 포천시 일동면 길명리	존재
4165037022	경기도 포천시 일동면 유동리	존재
4165037023	경기도 포천시 일동면 기산리	존재
4165037024	경기도 포천시 일동면 화대리	존재
4165037025	경기도 포천시 일동면 사직리	존재
4165037026	경기도 포천시 일동면 수입리	존재
4165038000	경기도 포천시 이동면	존재
4165038021	경기도 포천시 이동면 장암리	존재
4165038022	경기도 포천시 이동면 도평리	존재
4165038023	경기도 포천시 이동면 연곡리	존재
4165038024	경기도 포천시 이동면 노곡리	존재
4165039000	경기도 포천시 영북면	존재
4165039021	경기도 포천시 영북면 운천리	존재
4165039022	경기도 포천시 영북면 자일리	존재
4165039023	경기도 포천시 영북면 산정리	존재
4165039024	경기도 포천시 영북면 야미리	존재
4165039025	경기도 포천시 영북면 문암리	존재
4165039026	경기도 포천시 영북면 대회산리	존재
4165039027	경기도 포천시 영북면 소회산리	존재
4165040000	경기도 포천시 관인면	존재
4165040021	경기도 포천시 관인면 중리	존재
4165040022	경기도 포천시 관인면 삼율리	존재
4165040023	경기도 포천시 관인면 초과리	존재
4165040024	경기도 포천시 관인면 탄동리	존재
4165040025	경기도 포천시 관인면 냉정리	존재
4165040026	경기도 포천시 관인면 사정리	존재
4165041000	경기도 포천시 화현면	존재
4165041021	경기도 포천시 화현면 화현리	존재
4165041022	경기도 포천시 화현면 명덕리	존재
4165041023	경기도 포천시 화현면 지현리	존재
4167000000	경기도 여주시	존재
4167010100	경기도 여주시 상동	존재
4167010200	경기도 여주시 홍문동	존재
4167010300	경기도 여주시 창동	존재
4167010400	경기도 여주시 우만동	존재
4167010500	경기도 여주시 단현동	존재
4167010600	경기도 여주시 신진동	존재
4167010700	경기도 여주시 하동	존재
4167010800	경기도 여주시 교동	존재
4167010900	경기도 여주시 월송동	존재
4167011000	경기도 여주시 가업동	존재
4167011100	경기도 여주시 연라동	존재
4167011200	경기도 여주시 상거동	존재
4167011300	경기도 여주시 하거동	존재
4167011400	경기도 여주시 삼교동	존재
4167011500	경기도 여주시 점봉동	존재
4167011600	경기도 여주시 능현동	존재
4167011700	경기도 여주시 멱곡동	존재
4167011800	경기도 여주시 연양동	존재
4167011900	경기도 여주시 매룡동	존재
4167012000	경기도 여주시 천송동	존재
4167012100	경기도 여주시 오학동	존재
4167012200	경기도 여주시 현암동	존재
4167012300	경기도 여주시 오금동	존재
4167025000	경기도 여주시 가남읍	존재
4167025021	경기도 여주시 가남읍 태평리	존재
4167025022	경기도 여주시 가남읍 상활리	존재
4167025023	경기도 여주시 가남읍 신해리	존재
4167025024	경기도 여주시 가남읍 대신리	존재
4167025025	경기도 여주시 가남읍 은봉리	존재
4167025026	경기도 여주시 가남읍 건장리	존재
4167025027	경기도 여주시 가남읍 심석리	존재
4167025028	경기도 여주시 가남읍 삼군리	존재
4167025029	경기도 여주시 가남읍 오산리	존재
4167025030	경기도 여주시 가남읍 정단리	존재
4167025031	경기도 여주시 가남읍 화평리 	존재
4167025032	경기도 여주시 가남읍 본두리	존재
4167025033	경기도 여주시 가남읍 하귀리	존재
4167025034	경기도 여주시 가남읍 안금리	존재
4167025035	경기도 여주시 가남읍 양귀리	존재
4167025036	경기도 여주시 가남읍 연대리	존재
4167025037	경기도 여주시 가남읍 금당리	존재
4167025038	경기도 여주시 가남읍 금곡리	존재
4167025039	경기도 여주시 가남읍 송림리	존재
4167025040	경기도 여주시 가남읍 삼승리	존재
4167031000	경기도 여주시 점동면	존재
4167031021	경기도 여주시 점동면 청안리	존재
4167031022	경기도 여주시 점동면 부구리	존재
4167031023	경기도 여주시 점동면 덕평리	존재
4167031024	경기도 여주시 점동면 원부리	존재
4167031025	경기도 여주시 점동면 관한리	존재
4167031026	경기도 여주시 점동면 뇌곡리	존재
4167031027	경기도 여주시 점동면 성신리	존재
4167031028	경기도 여주시 점동면 당진리	존재
4167031029	경기도 여주시 점동면 현수리	존재
4167031030	경기도 여주시 점동면 사곡리	존재
4167031031	경기도 여주시 점동면 장안리	존재
4167031032	경기도 여주시 점동면 삼합리	존재
4167031033	경기도 여주시 점동면 도리	존재
4167031034	경기도 여주시 점동면 흔암리	존재
4167031035	경기도 여주시 점동면 처리	존재
4167032000	경기도 여주시 흥천면	존재
4167032021	경기도 여주시 흥천면 복대리	존재
4167032022	경기도 여주시 흥천면 계신리	존재
4167032023	경기도 여주시 흥천면 문장리	존재
4167032024	경기도 여주시 흥천면 내사리	존재
4167032025	경기도 여주시 흥천면 외사리	존재
4167032026	경기도 여주시 흥천면 상대리	존재
4167032027	경기도 여주시 흥천면 다대리	존재
4167032028	경기도 여주시 흥천면 하다리	존재
4167032029	경기도 여주시 흥천면 상백리	존재
4167032030	경기도 여주시 흥천면 귀백리	존재
4167032031	경기도 여주시 흥천면 율극리	존재
4167032032	경기도 여주시 흥천면 효지리	존재
4167032033	경기도 여주시 흥천면 대당리	존재
4167032034	경기도 여주시 흥천면 신근리	존재
4167033000	경기도 여주시 금사면	존재
4167033021	경기도 여주시 금사면 이포리	존재
4167033022	경기도 여주시 금사면 궁리	존재
4167033023	경기도 여주시 금사면 도곡리	존재
4167033024	경기도 여주시 금사면 장흥리	존재
4167033025	경기도 여주시 금사면 주록리	존재
4167033026	경기도 여주시 금사면 전북리	존재
4167033027	경기도 여주시 금사면 소유리	존재
4167033028	경기도 여주시 금사면 상호리	존재
4167033029	경기도 여주시 금사면 하호리	존재
4167033030	경기도 여주시 금사면 금사리	존재
4167033031	경기도 여주시 금사면 외평리	존재
4167034000	경기도 여주시 능서면	존재
4167034021	경기도 여주시 능서면 번도리	존재
4167034022	경기도 여주시 능서면 구양리	존재
4167034023	경기도 여주시 능서면 왕대리	존재
4167034024	경기도 여주시 능서면 백석리	존재
4167034025	경기도 여주시 능서면 내양리	존재
4167034026	경기도 여주시 능서면 용은리	존재
4167034027	경기도 여주시 능서면 매화리	존재
4167034028	경기도 여주시 능서면 양거리	존재
4167034029	경기도 여주시 능서면 마래리	존재
4167034030	경기도 여주시 능서면 광대리	존재
4167034031	경기도 여주시 능서면 오계리	존재
4167034032	경기도 여주시 능서면 매류리	존재
4167034033	경기도 여주시 능서면 신지리	존재
4167035000	경기도 여주시 대신면 	존재
4167035021	경기도 여주시 대신면 후포리	존재
4167035022	경기도 여주시 대신면 당산리	존재
4167035023	경기도 여주시 대신면 가산리	존재
4167035024	경기도 여주시 대신면 천남리	존재
4167035025	경기도 여주시 대신면 하림리	존재
4167035026	경기도 여주시 대신면 상구리	존재
4167035027	경기도 여주시 대신면 장풍리	존재
4167035028	경기도 여주시 대신면 옥촌리	존재
4167035029	경기도 여주시 대신면 윤촌리	존재
4167035030	경기도 여주시 대신면 무촌리	존재
4167035031	경기도 여주시 대신면 도롱리	존재
4167035032	경기도 여주시 대신면 계림리	존재
4167035033	경기도 여주시 대신면 송촌리	존재
4167035034	경기도 여주시 대신면 천서리	존재
4167035035	경기도 여주시 대신면 당남리	존재
4167035036	경기도 여주시 대신면 보통리	존재
4167035037	경기도 여주시 대신면 율촌리	존재
4167035038	경기도 여주시 대신면 초현리	존재
4167035039	경기도 여주시 대신면 양촌리	존재
4167036000	경기도 여주시 북내면	존재
4167036021	경기도 여주시 북내면 당우리	존재
4167036022	경기도 여주시 북내면 신남리	존재
4167036023	경기도 여주시 북내면 외룡리	존재
4167036024	경기도 여주시 북내면 내룡리	존재
4167036025	경기도 여주시 북내면 상교리	존재
4167036026	경기도 여주시 북내면 주암리	존재
4167036027	경기도 여주시 북내면 서원리	존재
4167036028	경기도 여주시 북내면 석우리	존재
4167036029	경기도 여주시 북내면 덕산리	존재
4167036030	경기도 여주시 북내면 장암리	존재
4167036031	경기도 여주시 북내면 중암리	존재
4167036032	경기도 여주시 북내면 운촌리	존재
4167036033	경기도 여주시 북내면 신접리	존재
4167036034	경기도 여주시 북내면 지내리	존재
4167036035	경기도 여주시 북내면 가정리	존재
4167037000	경기도 여주시 강천면	존재
4167037021	경기도 여주시 강천면 간매리	존재
4167037022	경기도 여주시 강천면 걸은리	존재
4167037023	경기도 여주시 강천면 이호리	존재
4167037024	경기도 여주시 강천면 가야리	존재
4167037025	경기도 여주시 강천면 적금리	존재
4167037026	경기도 여주시 강천면 굴암리	존재
4167037027	경기도 여주시 강천면 강천리	존재
4167037028	경기도 여주시 강천면 부평리	존재
4167037029	경기도 여주시 강천면 도전리	존재
4167038000	경기도 여주시 산북면	존재
4167038021	경기도 여주시 산북면 상품리	존재
4167038022	경기도 여주시 산북면 송현리	존재
4167038023	경기도 여주시 산북면 후리	존재
4167038024	경기도 여주시 산북면 명품리	존재
4167038025	경기도 여주시 산북면 주어리	존재
4167038026	경기도 여주시 산북면 백자리	존재
4167038027	경기도 여주시 산북면 용담리	존재
4171000000	경기도 양주군	폐지
4171001000	경기도 양주군 동두천읍	폐지
4171001001	경기도 양주군 동두천읍 생연리	폐지
4171001002	경기도 양주군 동두천읍 보산리	폐지
4171001003	경기도 양주군 동두천읍 걸산리	폐지
4171001004	경기도 양주군 동두천읍 송내리	폐지
4171001005	경기도 양주군 동두천읍 지행리	폐지
4171001006	경기도 양주군 동두천읍 동두천리	폐지
4171001007	경기도 양주군 동두천읍 안흥리	폐지
4171001008	경기도 양주군 동두천읍 상봉암리	폐지
4171001009	경기도 양주군 동두천읍 하봉암리	폐지
4171001010	경기도 양주군 동두천읍 광암리	폐지
4171001011	경기도 양주군 동두천읍 탑동리	폐지
4171001012	경기도 양주군 동두천읍 상패리	폐지
4171001500	경기도 양주군 구리읍	폐지
4171001501	경기도 양주군 구리읍 인창리	폐지
4171001502	경기도 양주군 구리읍 사노리	폐지
4171001503	경기도 양주군 구리읍 교문리	폐지
4171001504	경기도 양주군 구리읍 아천리	폐지
4171001505	경기도 양주군 구리읍 갈매리	폐지
4171001506	경기도 양주군 구리읍 수택리	폐지
4171001507	경기도 양주군 구리읍 토평리	폐지
4171002000	경기도 양주군 미금읍	폐지
4171002001	경기도 양주군 미금읍 금곡리	폐지
4171002002	경기도 양주군 미금읍 도농리	폐지
4171002003	경기도 양주군 미금읍 지금리	폐지
4171002004	경기도 양주군 미금읍 가운리	폐지
4171002005	경기도 양주군 미금읍 수석리	폐지
4171002006	경기도 양주군 미금읍 삼패리	폐지
4171002007	경기도 양주군 미금읍 이패리	폐지
4171002008	경기도 양주군 미금읍 일패리	폐지
4171002009	경기도 양주군 미금읍 평내리	폐지
4171002010	경기도 양주군 미금읍 호평리	폐지
4171002500	경기도 양주군 의정부읍	폐지
4171002501	경기도 양주군 의정부읍 의정부리	폐지
4171002502	경기도 양주군 의정부읍 자일리	폐지
4171002503	경기도 양주군 의정부읍 금오리	폐지
4171002504	경기도 양주군 의정부읍 가능리	폐지
4171002505	경기도 양주군 의정부읍 사양리	폐지
4171002506	경기도 양주군 의정부읍 낙양리	폐지
4171002507	경기도 양주군 의정부읍 민락리	폐지
4171002508	경기도 양주군 의정부읍 호원리	폐지
4171002509	경기도 양주군 의정부읍 용현리	폐지
4171002510	경기도 양주군 의정부읍 신곡리	폐지
4171002511	경기도 양주군 의정부읍 장암리	폐지
4171003000	경기도 양주군 회천면	폐지
4171003001	경기도 양주군 회천면 덕정리	폐지
4171003002	경기도 양주군 회천면 고암리	폐지
4171003003	경기도 양주군 회천면 회정리	폐지
4171003004	경기도 양주군 회천면 덕계리	폐지
4171003005	경기도 양주군 회천면 회암리	폐지
4171003006	경기도 양주군 회천면 율정리	폐지
4171003007	경기도 양주군 회천면 옥정리	폐지
4171003008	경기도 양주군 회천면 봉양리	폐지
4171003500	경기도 양주군 이남면	폐지
4171003501	경기도 양주군 이남면 생연리	폐지
4171003502	경기도 양주군 이남면 보산리	폐지
4171003503	경기도 양주군 이남면 걸산리	폐지
4171003504	경기도 양주군 이남면 송내리	폐지
4171003505	경기도 양주군 이남면 지행리	폐지
4171003506	경기도 양주군 이남면 동두천리	폐지
4171003507	경기도 양주군 이남면 안흥리	폐지
4171003508	경기도 양주군 이남면 상봉암리	폐지
4171003509	경기도 양주군 이남면 하봉암리	폐지
4171003510	경기도 양주군 이남면 광암리	폐지
4171003511	경기도 양주군 이남면 탑동리	폐지
4171003512	경기도 양주군 이남면 상패리	폐지
4171004000	경기도 양주군 구리면	폐지
4171004001	경기도 양주군 구리면 인창리	폐지
4171004002	경기도 양주군 구리면 사노리	폐지
4171004003	경기도 양주군 구리면 교문리	폐지
4171004004	경기도 양주군 구리면 아천리	폐지
4171004005	경기도 양주군 구리면 갈매리	폐지
4171004006	경기도 양주군 구리면 수택리	폐지
4171004007	경기도 양주군 구리면 토평리	폐지
4171004008	경기도 양주군 구리면 상봉리	폐지
4171004009	경기도 양주군 구리면 중화리	폐지
4171004010	경기도 양주군 구리면 묵동리	폐지
4171004011	경기도 양주군 구리면 신내리	폐지
4171004012	경기도 양주군 구리면 망우리	폐지
4171004500	경기도 양주군 노해면	폐지
4171004501	경기도 양주군 노해면 창동리	폐지
4171004502	경기도 양주군 노해면 월계리	폐지
4171004503	경기도 양주군 노해면 공능리	폐지
4171004504	경기도 양주군 노해면 하계리	폐지
4171004505	경기도 양주군 노해면 중계리	폐지
4171004506	경기도 양주군 노해면 상계리	폐지
4171004507	경기도 양주군 노해면 도봉리	폐지
4171004508	경기도 양주군 노해면 방학리	폐지
4171004509	경기도 양주군 노해면 쌍문리	폐지
4171005000	경기도 양주군 미금면	폐지
4171005001	경기도 양주군 미금면 금곡리	폐지
4171005002	경기도 양주군 미금면 도농리	폐지
4171005003	경기도 양주군 미금면 지금리	폐지
4171005004	경기도 양주군 미금면 가운리	폐지
4171005005	경기도 양주군 미금면 수석리	폐지
4171005006	경기도 양주군 미금면 삼패리	폐지
4171005007	경기도 양주군 미금면 이패리	폐지
4171005008	경기도 양주군 미금면 일패리	폐지
4171005009	경기도 양주군 미금면 평내리	폐지
4171005010	경기도 양주군 미금면 호평리	폐지
4171005500	경기도 양주군 별내면	폐지
4171005501	경기도 양주군 별내면 청학리	폐지
4171005502	경기도 양주군 별내면 용암리	폐지
4171005503	경기도 양주군 별내면 덕송리	폐지
4171005504	경기도 양주군 별내면 광전리	폐지
4171005505	경기도 양주군 별내면 퇴계원리	폐지
4171005506	경기도 양주군 별내면 화접리	폐지
4171005507	경기도 양주군 별내면 고산리	폐지
4171005508	경기도 양주군 별내면 산곡리	폐지
4171006000	경기도 양주군 진접면	폐지
4171006001	경기도 양주군 진접면 장현리	폐지
4171006002	경기도 양주군 진접면 내곡리	폐지
4171006003	경기도 양주군 진접면 내각리	폐지
4171006004	경기도 양주군 진접면 연평리	폐지
4171006005	경기도 양주군 진접면 부평리	폐지
4171006006	경기도 양주군 진접면 팔야리	폐지
4171006007	경기도 양주군 진접면 진벌리	폐지
4171006008	경기도 양주군 진접면 금곡리	폐지
4171006009	경기도 양주군 진접면 양지리	폐지
4171006010	경기도 양주군 진접면 팔현리	폐지
4171006011	경기도 양주군 진접면 오남리	폐지
4171006012	경기도 양주군 진접면 수산리	폐지
4171006500	경기도 양주군 진건면	폐지
4171006501	경기도 양주군 진건면 용정리	폐지
4171006502	경기도 양주군 진건면 사능리	폐지
4171006503	경기도 양주군 진건면 배양리	폐지
4171006504	경기도 양주군 진건면 진관리	폐지
4171006505	경기도 양주군 진건면 신월리	폐지
4171006506	경기도 양주군 진건면 송능리	폐지
4171006507	경기도 양주군 진건면 양지리	폐지
4171006508	경기도 양주군 진건면 팔현리	폐지
4171006509	경기도 양주군 진건면 오남리	폐지
4171007000	경기도 양주군 수동면	폐지
4171007001	경기도 양주군 수동면 운수리	폐지
4171007002	경기도 양주군 수동면 송천리	폐지
4171007003	경기도 양주군 수동면 지둔리	폐지
4171007004	경기도 양주군 수동면 수산리	폐지
4171007005	경기도 양주군 수동면 입석리	폐지
4171007006	경기도 양주군 수동면 외방리	폐지
4171007007	경기도 양주군 수동면 내방리	폐지
4171007500	경기도 양주군 화도면	폐지
4171007501	경기도 양주군 화도면 마석우리	폐지
4171007502	경기도 양주군 화도면 묵현리	폐지
4171007503	경기도 양주군 화도면 녹촌리	폐지
4171007504	경기도 양주군 화도면 창현리	폐지
4171007505	경기도 양주군 화도면 차산리	폐지
4171007506	경기도 양주군 화도면 금남리	폐지
4171007507	경기도 양주군 화도면 가곡리	폐지
4171007508	경기도 양주군 화도면 구암리	폐지
4171007509	경기도 양주군 화도면 답내리	폐지
4171007510	경기도 양주군 화도면 월산리	폐지
4171007511	경기도 양주군 화도면 지둔리	폐지
4171007512	경기도 양주군 화도면 운수리	폐지
4171007513	경기도 양주군 화도면 송천리	폐지
4171008000	경기도 양주군 와부면	폐지
4171008001	경기도 양주군 와부면 덕소리	폐지
4171008002	경기도 양주군 와부면 율석리	폐지
4171008003	경기도 양주군 와부면 월문리	폐지
4171008004	경기도 양주군 와부면 도곡리	폐지
4171008005	경기도 양주군 와부면 팔당리	폐지
4171008006	경기도 양주군 와부면 조안리	폐지
4171008007	경기도 양주군 와부면 능내리	폐지
4171008008	경기도 양주군 와부면 진중리	폐지
4171008009	경기도 양주군 와부면 송촌리	폐지
4171008010	경기도 양주군 와부면 삼봉리	폐지
4171008011	경기도 양주군 와부면 시우리	폐지
4171025000	경기도 양주군 회천읍	폐지
4171025021	경기도 양주군 회천읍 덕정리	폐지
4171025022	경기도 양주군 회천읍 봉양리	폐지
4171025023	경기도 양주군 회천읍 회암리	폐지
4171025024	경기도 양주군 회천읍 율정리	폐지
4171025025	경기도 양주군 회천읍 옥정리	폐지
4171025026	경기도 양주군 회천읍 고암리	폐지
4171025027	경기도 양주군 회천읍 덕계리	폐지
4171025028	경기도 양주군 회천읍 회정리	폐지
4171025300	경기도 양주군 양주읍	폐지
4171025321	경기도 양주군 양주읍 유양리	폐지
4171025322	경기도 양주군 양주읍 어둔리	폐지
4171025323	경기도 양주군 양주읍 남방리	폐지
4171025324	경기도 양주군 양주읍 마전리	폐지
4171025325	경기도 양주군 양주읍 광사리	폐지
4171025326	경기도 양주군 양주읍 만송리	폐지
4171025327	경기도 양주군 양주읍 삼숭리	폐지
4171025328	경기도 양주군 양주읍 고읍리	폐지
4171025329	경기도 양주군 양주읍 산북리	폐지
4171025600	경기도 양주군 백석읍	폐지
4171025621	경기도 양주군 백석읍 방성리	폐지
4171025622	경기도 양주군 백석읍 오산리	폐지
4171025623	경기도 양주군 백석읍 복지리	폐지
4171025624	경기도 양주군 백석읍 가업리	폐지
4171025625	경기도 양주군 백석읍 홍죽리	폐지
4171025626	경기도 양주군 백석읍 연곡리	폐지
4171025627	경기도 양주군 백석읍 기산리	폐지
4171031000	경기도 양주군 주내면	폐지
4171031021	경기도 양주군 주내면 유양리	폐지
4171031022	경기도 양주군 주내면 어둔리	폐지
4171031023	경기도 양주군 주내면 남방리	폐지
4171031024	경기도 양주군 주내면 마전리	폐지
4171031025	경기도 양주군 주내면 광사리	폐지
4171031026	경기도 양주군 주내면 만송리	폐지
4171031027	경기도 양주군 주내면 삼숭리	폐지
4171031028	경기도 양주군 주내면 고읍리	폐지
4171031029	경기도 양주군 주내면 산북리	폐지
4171032000	경기도 양주군 은현면	폐지
4171032001	경기도 양주군 은현면 상패리	폐지
4171032021	경기도 양주군 은현면 용암리	폐지
4171032022	경기도 양주군 은현면 선암리	폐지
